"plot","event","year","doy","date","genus","species"
"VR1","ffd",1986,203,"1986-07-22","Pyrrocoma","crocea"
"VR1","ffd",1987,195,"1987-07-14","Pyrrocoma","crocea"
"VR1","ffd",1988,196,"1988-07-14","Pyrrocoma","crocea"
"VR1","ffd",1989,194,"1989-07-13","Pyrrocoma","crocea"
"VR1","ffd",1993,199,"1993-07-18","Pyrrocoma","crocea"
"VR1","ffd",1994,197,"1994-07-16","Pyrrocoma","crocea"
"VR1","ffd",1996,201,"1996-07-19","Pyrrocoma","crocea"
"VR1","ffd",1997,206,"1997-07-25","Pyrrocoma","crocea"
"VR1","ffd",1999,207,"1999-07-26","Pyrrocoma","crocea"
"VR1","ffd",2002,188,"2002-07-07","Pyrrocoma","crocea"
"VR1","ffd",2003,198,"2003-07-17","Pyrrocoma","crocea"
"VR1","ffd",2004,194,"2004-07-12","Pyrrocoma","crocea"
"VR1","ffd",2005,210,"2005-07-29","Pyrrocoma","crocea"
"VR1","ffd",2006,192,"2006-07-11","Pyrrocoma","crocea"
"VR1","ffd",2007,198,"2007-07-17","Pyrrocoma","crocea"
"VR1","ffd",2008,217,"2008-08-04","Pyrrocoma","crocea"
"VR1","ffd",1987,182,"1987-07-01","Ranunculus","inamoenus"
"VR1","ffd",1999,164,"1999-06-13","Ranunculus","inamoenus"
"VR1","ffd",2000,150,"2000-05-29","Ranunculus","inamoenus"
"VR1","ffd",2001,151,"2001-05-31","Ranunculus","inamoenus"
"VR1","ffd",2002,136,"2002-05-16","Ranunculus","inamoenus"
"VR1","ffd",2008,174,"2008-06-22","Ranunculus","inamoenus"
"VR1","ffd",2008,188,"2008-07-06","Rhodiola","rosea"
"VR1","ffd",2009,170,"2009-06-19","Rhodiola","rosea"
"VR1","ffd",1974,241,"1974-08-29","Symphyotrichum","foliaceum"
"VR1","ffd",1985,219,"1985-08-07","Symphyotrichum","foliaceum"
"VR1","ffd",1995,250,"1995-09-07","Symphyotrichum","foliaceum"
"VR1","ffd",1976,167,"1976-06-15","Taraxacum","officinale"
"VR1","ffd",1977,156,"1977-06-05","Taraxacum","officinale"
"VR1","ffd",1979,175,"1979-06-24","Taraxacum","officinale"
"VR1","ffd",1980,181,"1980-06-29","Taraxacum","officinale"
"VR1","ffd",1982,175,"1982-06-24","Taraxacum","officinale"
"VR1","ffd",1983,180,"1983-06-29","Taraxacum","officinale"
"VR1","ffd",1984,187,"1984-07-05","Taraxacum","officinale"
"VR1","ffd",1985,166,"1985-06-15","Taraxacum","officinale"
"VR1","ffd",1986,165,"1986-06-14","Taraxacum","officinale"
"VR1","ffd",1987,155,"1987-06-04","Taraxacum","officinale"
"VR1","ffd",1988,162,"1988-06-10","Taraxacum","officinale"
"VR1","ffd",1991,176,"1991-06-25","Taraxacum","officinale"
"VR1","ffd",1993,174,"1993-06-23","Taraxacum","officinale"
"VR1","ffd",1994,161,"1994-06-10","Taraxacum","officinale"
"VR1","ffd",1996,166,"1996-06-14","Taraxacum","officinale"
"VR1","ffd",1980,170,"1980-06-18","Valeriana","capitata"
"VR1","ffd",1981,152,"1981-06-01","Valeriana","capitata"
"VR1","ffd",1984,173,"1984-06-21","Valeriana","capitata"
"VR1","ffd",1986,163,"1986-06-12","Valeriana","capitata"
"VR1","ffd",1987,155,"1987-06-04","Valeriana","capitata"
"VR1","ffd",1988,162,"1988-06-10","Valeriana","capitata"
"VR1","ffd",1982,165,"1982-06-14","Valeriana","edulis"
"VR1","ffd",1983,173,"1983-06-22","Valeriana","edulis"
"VR2","ffd",1974,189,"1974-07-08","Aconitum","columbianum"
"VR2","ffd",1975,201,"1975-07-20","Aconitum","columbianum"
"VR2","ffd",1977,181,"1977-06-30","Aconitum","columbianum"
"VR2","ffd",1979,204,"1979-07-23","Aconitum","columbianum"
"VR2","ffd",1982,210,"1982-07-29","Aconitum","columbianum"
"VR2","ffd",1983,211,"1983-07-30","Aconitum","columbianum"
"VR2","ffd",1984,202,"1984-07-20","Aconitum","columbianum"
"VR2","ffd",1985,193,"1985-07-12","Aconitum","columbianum"
"VR2","ffd",1991,208,"1991-07-27","Aconitum","columbianum"
"VR2","ffd",1992,199,"1992-07-17","Aconitum","columbianum"
"VR2","ffd",1983,235,"1983-08-23","Agoseris","glauca"
"VR2","ffd",1997,168,"1997-06-17","Androsace","septentrionalis"
"VR2","ffd",1974,171,"1974-06-20","Arabis","drummondii"
"VR2","ffd",1975,208,"1975-07-27","Arabis","drummondii"
"VR2","ffd",1977,158,"1977-06-07","Arabis","drummondii"
"VR2","ffd",1979,182,"1979-07-01","Arabis","drummondii"
"VR2","ffd",1980,188,"1980-07-06","Arabis","drummondii"
"VR2","ffd",1982,181,"1982-06-30","Arabis","drummondii"
"VR2","ffd",1983,186,"1983-07-05","Arabis","drummondii"
"VR2","ffd",1987,169,"1987-06-18","Arabis","drummondii"
"VR2","ffd",1988,164,"1988-06-12","Arabis","drummondii"
"VR2","ffd",1991,178,"1991-06-27","Arabis","drummondii"
"VR2","ffd",1992,169,"1992-06-17","Arabis","drummondii"
"VR2","ffd",1993,188,"1993-07-07","Arabis","drummondii"
"VR2","ffd",1994,168,"1994-06-17","Arabis","drummondii"
"VR2","ffd",1996,176,"1996-06-24","Arabis","drummondii"
"VR2","ffd",1997,174,"1997-06-23","Arabis","drummondii"
"VR2","ffd",1998,171,"1998-06-20","Arabis","drummondii"
"VR2","ffd",1999,176,"1999-06-25","Arabis","drummondii"
"VR2","ffd",2000,162,"2000-06-10","Arabis","drummondii"
"VR2","ffd",2002,160,"2002-06-09","Arabis","drummondii"
"VR2","ffd",1986,221,"1986-08-09","Aster","engelmannii"
"VR2","ffd",1987,225,"1987-08-13","Aster","engelmannii"
"VR2","ffd",1988,221,"1988-08-08","Aster","engelmannii"
"VR2","ffd",1993,234,"1993-08-22","Aster","engelmannii"
"VR2","ffd",1979,226,"1979-08-14","Chamerion","angustifolium"
"VR2","ffd",1974,201,"1974-07-20","Cirsium","na"
"VR2","ffd",1983,219,"1983-08-07","Cirsium","na"
"VR2","ffd",1986,201,"1986-07-20","Cirsium","na"
"VR2","ffd",1988,199,"1988-07-17","Cirsium","na"
"VR2","ffd",1991,205,"1991-07-24","Cirsium","na"
"VR2","ffd",1992,207,"1992-07-25","Cirsium","na"
"VR2","ffd",1995,224,"1995-08-12","Cirsium","na"
"VR2","ffd",1998,199,"1998-07-18","Cirsium","na"
"VR2","ffd",2000,198,"2000-07-16","Cirsium","na"
"VR2","ffd",2001,204,"2001-07-23","Cirsium","na"
"VR2","ffd",2006,214,"2006-08-02","Cirsium","na"
"VR2","ffd",1974,146,"1974-05-26","Claytonia","lanceolata"
"VR2","ffd",1975,154,"1975-06-03","Claytonia","lanceolata"
"VR2","ffd",1976,157,"1976-06-05","Claytonia","lanceolata"
"VR2","ffd",1979,156,"1979-06-05","Claytonia","lanceolata"
"VR2","ffd",1980,159,"1980-06-07","Claytonia","lanceolata"
"VR2","ffd",1981,134,"1981-05-14","Claytonia","lanceolata"
"VR2","ffd",1982,153,"1982-06-02","Claytonia","lanceolata"
"VR2","ffd",1983,159,"1983-06-08","Claytonia","lanceolata"
"VR2","ffd",1984,151,"1984-05-30","Claytonia","lanceolata"
"VR2","ffd",1985,152,"1985-06-01","Claytonia","lanceolata"
"VR2","ffd",1986,151,"1986-05-31","Claytonia","lanceolata"
"VR2","ffd",1987,129,"1987-05-09","Claytonia","lanceolata"
"VR2","ffd",1988,144,"1988-05-23","Claytonia","lanceolata"
"VR2","ffd",1991,150,"1991-05-30","Claytonia","lanceolata"
"VR2","ffd",1993,154,"1993-06-03","Claytonia","lanceolata"
"VR2","ffd",1994,155,"1994-06-04","Claytonia","lanceolata"
"VR2","ffd",1995,164,"1995-06-13","Claytonia","lanceolata"
"VR2","ffd",1996,143,"1996-05-22","Claytonia","lanceolata"
"VR2","ffd",1997,142,"1997-05-22","Claytonia","lanceolata"
"VR2","ffd",1998,141,"1998-05-21","Claytonia","lanceolata"
"VR2","ffd",1999,143,"1999-05-23","Claytonia","lanceolata"
"VR2","ffd",2000,134,"2000-05-13","Claytonia","lanceolata"
"VR2","ffd",2001,135,"2001-05-15","Claytonia","lanceolata"
"VR2","ffd",2002,122,"2002-05-02","Claytonia","lanceolata"
"VR2","ffd",2003,142,"2003-05-22","Claytonia","lanceolata"
"VR2","ffd",2004,130,"2004-05-09","Claytonia","lanceolata"
"VR2","ffd",2005,144,"2005-05-24","Claytonia","lanceolata"
"VR2","ffd",2006,126,"2006-05-06","Claytonia","lanceolata"
"VR2","ffd",2007,120,"2007-04-30","Claytonia","lanceolata"
"VR2","ffd",2008,158,"2008-06-06","Claytonia","lanceolata"
"VR2","ffd",2009,129,"2009-05-09","Claytonia","lanceolata"
"VR2","ffd",1979,213,"1979-08-01","Collomia","linearis"
"VR2","ffd",1985,193,"1985-07-12","Collomia","linearis"
"VR2","ffd",1986,221,"1986-08-09","Collomia","linearis"
"VR2","ffd",1987,187,"1987-07-06","Collomia","linearis"
"VR2","ffd",1974,201,"1974-07-20","Dasiphora","fruticosa"
"VR2","ffd",1974,203,"1974-07-22","Delphinium","barbeyi"
"VR2","ffd",1975,198,"1975-07-17","Delphinium","barbeyi"
"VR2","ffd",1977,181,"1977-06-30","Delphinium","barbeyi"
"VR2","ffd",1979,195,"1979-07-14","Delphinium","barbeyi"
"VR2","ffd",1980,190,"1980-07-08","Delphinium","barbeyi"
"VR2","ffd",1981,178,"1981-06-27","Delphinium","barbeyi"
"VR2","ffd",1982,199,"1982-07-18","Delphinium","barbeyi"
"VR2","ffd",1983,196,"1983-07-15","Delphinium","barbeyi"
"VR2","ffd",1984,196,"1984-07-14","Delphinium","barbeyi"
"VR2","ffd",1985,190,"1985-07-09","Delphinium","barbeyi"
"VR2","ffd",1986,199,"1986-07-18","Delphinium","barbeyi"
"VR2","ffd",1987,184,"1987-07-03","Delphinium","barbeyi"
"VR2","ffd",1989,188,"1989-07-07","Delphinium","barbeyi"
"VR2","ffd",1991,194,"1991-07-13","Delphinium","barbeyi"
"VR2","ffd",1992,185,"1992-07-03","Delphinium","barbeyi"
"VR2","ffd",1993,203,"1993-07-22","Delphinium","barbeyi"
"VR2","ffd",1994,186,"1994-07-05","Delphinium","barbeyi"
"VR2","ffd",1995,211,"1995-07-30","Delphinium","barbeyi"
"VR2","ffd",1996,191,"1996-07-09","Delphinium","barbeyi"
"VR2","ffd",1997,196,"1997-07-15","Delphinium","barbeyi"
"VR2","ffd",1998,197,"1998-07-16","Delphinium","barbeyi"
"VR2","ffd",1999,199,"1999-07-18","Delphinium","barbeyi"
"VR2","ffd",2000,194,"2000-07-12","Delphinium","barbeyi"
"VR2","ffd",2001,185,"2001-07-04","Delphinium","barbeyi"
"VR2","ffd",2002,184,"2002-07-03","Delphinium","barbeyi"
"VR2","ffd",2003,186,"2003-07-05","Delphinium","barbeyi"
"VR2","ffd",2004,178,"2004-06-26","Delphinium","barbeyi"
"VR2","ffd",2005,189,"2005-07-08","Delphinium","barbeyi"
"VR2","ffd",2006,176,"2006-06-25","Delphinium","barbeyi"
"VR2","ffd",2007,174,"2007-06-23","Delphinium","barbeyi"
"VR2","ffd",2008,202,"2008-07-20","Delphinium","barbeyi"
"VR2","ffd",2009,190,"2009-07-09","Delphinium","barbeyi"
"VR2","ffd",1980,201,"1980-07-19","Descurainia","richardsonii"
"VR2","ffd",1981,176,"1981-06-25","Descurainia","richardsonii"
"VR2","ffd",1982,204,"1982-07-23","Descurainia","richardsonii"
"VR2","ffd",1986,179,"1986-06-28","Descurainia","richardsonii"
"VR2","ffd",1987,175,"1987-06-24","Descurainia","richardsonii"
"VR2","ffd",1980,186,"1980-07-04","Draba","aurea"
"VR2","ffd",1987,169,"1987-06-18","Draba","nemorosa"
"VR2","ffd",1974,227,"1974-08-15","Erigeron","speciosus"
"VR2","ffd",2000,194,"2000-07-12","Erysimum","asperum"
"VR2","ffd",1991,162,"1991-06-11","Erythronium","grandiflorum"
"VR2","ffd",1993,159,"1993-06-08","Erythronium","grandiflorum"
"VR2","ffd",1994,155,"1994-06-04","Erythronium","grandiflorum"
"VR2","ffd",1995,170,"1995-06-19","Erythronium","grandiflorum"
"VR2","ffd",1996,155,"1996-06-03","Erythronium","grandiflorum"
"VR2","ffd",1982,183,"1982-07-02","Geranium","richardsonii"
"VR2","ffd",1983,193,"1983-07-12","Geranium","richardsonii"
"VR2","ffd",1986,192,"1986-07-11","Geranium","richardsonii"
"VR2","ffd",1988,179,"1988-06-27","Geranium","richardsonii"
"VR2","ffd",1991,210,"1991-07-29","Geranium","richardsonii"
"VR2","ffd",1994,178,"1994-06-27","Geranium","richardsonii"
"VR2","ffd",1995,197,"1995-07-16","Geranium","richardsonii"
"VR2","ffd",1996,191,"1996-07-09","Geranium","richardsonii"
"VR2","ffd",1997,180,"1997-06-29","Geranium","richardsonii"
"VR2","ffd",1998,183,"1998-07-02","Geranium","richardsonii"
"VR2","ffd",2000,194,"2000-07-12","Geranium","richardsonii"
"VR2","ffd",2004,190,"2004-07-08","Geranium","richardsonii"
"VR2","ffd",2005,184,"2005-07-03","Geranium","richardsonii"
"VR2","ffd",2006,172,"2006-06-21","Geranium","richardsonii"
"VR2","ffd",2007,178,"2007-06-27","Geranium","richardsonii"
"VR2","ffd",2008,190,"2008-07-08","Geranium","richardsonii"
"VR2","ffd",2009,172,"2009-06-21","Geranium","richardsonii"
"VR2","ffd",2008,208,"2008-07-26","Helianthella","quinquenervis"
"VR2","ffd",2009,192,"2009-07-11","Helianthella","quinquenervis"
"VR2","ffd",1987,233,"1987-08-21","Heliomeris","multiflora"
"VR2","ffd",1988,218,"1988-08-05","Heliomeris","multiflora"
"VR2","ffd",1991,236,"1991-08-24","Heliomeris","multiflora"
"VR2","ffd",1993,236,"1993-08-24","Heliomeris","multiflora"
"VR2","ffd",1997,222,"1997-08-10","Heliomeris","multiflora"
"VR2","ffd",1998,218,"1998-08-06","Heliomeris","multiflora"
"VR2","ffd",1999,222,"1999-08-10","Heliomeris","multiflora"
"VR2","ffd",2001,215,"2001-08-03","Heliomeris","multiflora"
"VR2","ffd",2002,231,"2002-08-19","Heliomeris","multiflora"
"VR2","ffd",2002,176,"2002-06-25","Hymenoxys","hoopesii"
"VR2","ffd",2004,188,"2004-07-06","Hymenoxys","hoopesii"
"VR2","ffd",2005,200,"2005-07-19","Hymenoxys","hoopesii"
"VR2","ffd",2008,204,"2008-07-22","Hymenoxys","hoopesii"
"VR2","ffd",1991,208,"1991-07-27","Ligularia","bigelovii"
"VR2","ffd",1992,202,"1992-07-20","Ligularia","bigelovii"
"VR2","ffd",1993,211,"1993-07-30","Ligularia","bigelovii"
"VR2","ffd",1994,197,"1994-07-16","Ligularia","bigelovii"
"VR2","ffd",1995,224,"1995-08-12","Ligularia","bigelovii"
"VR2","ffd",1996,209,"1996-07-27","Ligularia","bigelovii"
"VR2","ffd",1997,210,"1997-07-29","Ligularia","bigelovii"
"VR2","ffd",1998,203,"1998-07-22","Ligularia","bigelovii"
"VR2","ffd",1999,209,"1999-07-28","Ligularia","bigelovii"
"VR2","ffd",2000,198,"2000-07-16","Ligularia","bigelovii"
"VR2","ffd",2001,204,"2001-07-23","Ligularia","bigelovii"
"VR2","ffd",2009,202,"2009-07-21","Ligularia","bigelovii"
"VR2","ffd",1993,203,"1993-07-22","Lupinus","na"
"VR2","ffd",1994,176,"1994-06-25","Lupinus","na"
"VR2","ffd",1995,216,"1995-08-04","Lupinus","na"
"VR2","ffd",1996,193,"1996-07-11","Lupinus","na"
"VR2","ffd",1997,208,"1997-07-27","Lupinus","na"
"VR2","ffd",1998,181,"1998-06-30","Lupinus","na"
"VR2","ffd",1999,194,"1999-07-13","Lupinus","na"
"VR2","ffd",2000,192,"2000-07-10","Lupinus","na"
"VR2","ffd",2001,185,"2001-07-04","Lupinus","na"
"VR2","ffd",2003,203,"2003-07-22","Lupinus","na"
"VR2","ffd",1974,171,"1974-06-20","Mertensia","ciliata"
"VR2","ffd",1975,184,"1975-07-03","Mertensia","ciliata"
"VR2","ffd",1976,187,"1976-07-05","Mertensia","ciliata"
"VR2","ffd",1977,166,"1977-06-15","Mertensia","ciliata"
"VR2","ffd",1979,180,"1979-06-29","Mertensia","ciliata"
"VR2","ffd",1980,179,"1980-06-27","Mertensia","ciliata"
"VR2","ffd",1981,166,"1981-06-15","Mertensia","ciliata"
"VR2","ffd",1982,181,"1982-06-30","Mertensia","ciliata"
"VR2","ffd",1983,186,"1983-07-05","Mertensia","ciliata"
"VR2","ffd",1984,187,"1984-07-05","Mertensia","ciliata"
"VR2","ffd",1985,172,"1985-06-21","Mertensia","ciliata"
"VR2","ffd",1986,171,"1986-06-20","Mertensia","ciliata"
"VR2","ffd",1987,163,"1987-06-12","Mertensia","ciliata"
"VR2","ffd",1988,171,"1988-06-19","Mertensia","ciliata"
"VR2","ffd",1989,167,"1989-06-16","Mertensia","ciliata"
"VR2","ffd",1991,178,"1991-06-27","Mertensia","ciliata"
"VR2","ffd",1992,167,"1992-06-15","Mertensia","ciliata"
"VR2","ffd",1993,180,"1993-06-29","Mertensia","ciliata"
"VR2","ffd",1994,168,"1994-06-17","Mertensia","ciliata"
"VR2","ffd",1995,195,"1995-07-14","Mertensia","ciliata"
"VR2","ffd",1996,170,"1996-06-18","Mertensia","ciliata"
"VR2","ffd",1997,178,"1997-06-27","Mertensia","ciliata"
"VR2","ffd",1998,173,"1998-06-22","Mertensia","ciliata"
"VR2","ffd",1999,183,"1999-07-02","Mertensia","ciliata"
"VR2","ffd",2000,168,"2000-06-16","Mertensia","ciliata"
"VR2","ffd",2001,170,"2001-06-19","Mertensia","ciliata"
"VR2","ffd",2002,178,"2002-06-27","Mertensia","ciliata"
"VR2","ffd",2003,168,"2003-06-17","Mertensia","ciliata"
"VR2","ffd",2004,172,"2004-06-20","Mertensia","ciliata"
"VR2","ffd",2005,191,"2005-07-10","Mertensia","ciliata"
"VR2","ffd",2008,196,"2008-07-14","Mertensia","ciliata"
"VR2","ffd",2009,182,"2009-07-01","Mertensia","ciliata"
"VR2","ffd",1974,146,"1974-05-26","Noccaea","montana"
"VR2","ffd",1979,162,"1979-06-11","Noccaea","montana"
"VR2","ffd",1980,161,"1980-06-09","Noccaea","montana"
"VR2","ffd",1981,134,"1981-05-14","Noccaea","montana"
"VR2","ffd",1982,153,"1982-06-02","Noccaea","montana"
"VR2","ffd",1983,163,"1983-06-12","Noccaea","montana"
"VR2","ffd",1984,163,"1984-06-11","Noccaea","montana"
"VR2","ffd",1988,144,"1988-05-23","Noccaea","montana"
"VR2","ffd",1989,149,"1989-05-29","Noccaea","montana"
"VR2","ffd",1991,152,"1991-06-01","Noccaea","montana"
"VR2","ffd",1992,147,"1992-05-26","Noccaea","montana"
"VR2","ffd",1993,159,"1993-06-08","Noccaea","montana"
"VR2","ffd",1994,155,"1994-06-04","Noccaea","montana"
"VR2","ffd",1995,172,"1995-06-21","Noccaea","montana"
"VR2","ffd",1996,145,"1996-05-24","Noccaea","montana"
"VR2","ffd",1997,154,"1997-06-03","Noccaea","montana"
"VR2","ffd",1998,147,"1998-05-27","Noccaea","montana"
"VR2","ffd",1999,150,"1999-05-30","Noccaea","montana"
"VR2","ffd",2000,137,"2000-05-16","Noccaea","montana"
"VR2","ffd",2001,137,"2001-05-17","Noccaea","montana"
"VR2","ffd",2002,136,"2002-05-16","Noccaea","montana"
"VR2","ffd",2003,154,"2003-06-03","Noccaea","montana"
"VR2","ffd",2004,140,"2004-05-19","Noccaea","montana"
"VR2","ffd",2008,168,"2008-06-16","Noccaea","montana"
"VR2","ffd",2000,182,"2000-06-30","Potentilla","pulcherrima"
"VR2","ffd",2001,181,"2001-06-30","Potentilla","pulcherrima"
"VR2","ffd",2002,162,"2002-06-11","Potentilla","pulcherrima"
"VR2","ffd",2003,178,"2003-06-27","Potentilla","pulcherrima"
"VR2","ffd",2004,178,"2004-06-26","Potentilla","pulcherrima"
"VR2","ffd",2005,191,"2005-07-10","Potentilla","pulcherrima"
"VR2","ffd",2006,172,"2006-06-21","Potentilla","pulcherrima"
"VR2","ffd",2007,176,"2007-06-25","Potentilla","pulcherrima"
"VR2","ffd",2008,196,"2008-07-14","Potentilla","pulcherrima"
"VR2","ffd",2009,180,"2009-06-29","Potentilla","pulcherrima"
"VR2","ffd",1982,220,"1982-08-08","Pyrrocoma","crocea"
"VR2","ffd",1996,215,"1996-08-02","Pyrrocoma","crocea"
"VR2","ffd",1997,214,"1997-08-02","Pyrrocoma","crocea"
"VR2","ffd",1998,203,"1998-07-22","Pyrrocoma","crocea"
"VR2","ffd",1999,203,"1999-07-22","Pyrrocoma","crocea"
"VR2","ffd",2001,202,"2001-07-21","Pyrrocoma","crocea"
"VR2","ffd",2002,186,"2002-07-05","Pyrrocoma","crocea"
"VR2","ffd",2003,192,"2003-07-11","Pyrrocoma","crocea"
"VR2","ffd",2004,196,"2004-07-14","Pyrrocoma","crocea"
"VR2","ffd",2005,206,"2005-07-25","Pyrrocoma","crocea"
"VR2","ffd",2006,196,"2006-07-15","Pyrrocoma","crocea"
"VR2","ffd",2008,212,"2008-07-30","Pyrrocoma","crocea"
"VR2","ffd",2009,192,"2009-07-11","Pyrrocoma","crocea"
"VR2","ffd",1995,248,"1995-09-05","Symphyotrichum","foliaceum"
"VR2","ffd",1997,240,"1997-08-28","Symphyotrichum","foliaceum"
"VR2","ffd",1998,225,"1998-08-13","Symphyotrichum","foliaceum"
"VR2","ffd",1999,228,"1999-08-16","Symphyotrichum","foliaceum"
"VR2","ffd",2000,223,"2000-08-10","Symphyotrichum","foliaceum"
"VR2","ffd",2001,215,"2001-08-03","Symphyotrichum","foliaceum"
"VR2","ffd",2002,210,"2002-07-29","Symphyotrichum","foliaceum"
"VR2","ffd",2003,218,"2003-08-06","Symphyotrichum","foliaceum"
"VR2","ffd",2004,218,"2004-08-05","Symphyotrichum","foliaceum"
"VR2","ffd",2005,223,"2005-08-11","Symphyotrichum","foliaceum"
"VR2","ffd",2006,216,"2006-08-04","Symphyotrichum","foliaceum"
"VR2","ffd",2007,212,"2007-07-31","Symphyotrichum","foliaceum"
"VR2","ffd",2008,237,"2008-08-24","Symphyotrichum","foliaceum"
"VR2","ffd",2009,219,"2009-08-07","Symphyotrichum","foliaceum"
"VR2","ffd",1975,181,"1975-06-30","Taraxacum","officinale"
"VR2","ffd",1977,160,"1977-06-09","Taraxacum","officinale"
"VR2","ffd",1979,171,"1979-06-20","Taraxacum","officinale"
"VR2","ffd",1980,179,"1980-06-27","Taraxacum","officinale"
"VR2","ffd",1981,158,"1981-06-07","Taraxacum","officinale"
"VR2","ffd",1982,167,"1982-06-16","Taraxacum","officinale"
"VR2","ffd",1983,175,"1983-06-24","Taraxacum","officinale"
"VR2","ffd",1984,180,"1984-06-28","Taraxacum","officinale"
"VR2","ffd",1986,163,"1986-06-12","Taraxacum","officinale"
"VR2","ffd",1987,155,"1987-06-04","Taraxacum","officinale"
"VR2","ffd",1988,155,"1988-06-03","Taraxacum","officinale"
"VR2","ffd",1989,153,"1989-06-02","Taraxacum","officinale"
"VR2","ffd",1991,170,"1991-06-19","Taraxacum","officinale"
"VR2","ffd",1992,147,"1992-05-26","Taraxacum","officinale"
"VR2","ffd",1993,167,"1993-06-16","Taraxacum","officinale"
"VR2","ffd",1994,163,"1994-06-12","Taraxacum","officinale"
"VR2","ffd",1995,185,"1995-07-04","Taraxacum","officinale"
"VR2","ffd",1996,168,"1996-06-16","Taraxacum","officinale"
"VR2","ffd",1997,168,"1997-06-17","Taraxacum","officinale"
"VR2","ffd",1998,157,"1998-06-06","Taraxacum","officinale"
"VR2","ffd",1999,164,"1999-06-13","Taraxacum","officinale"
"VR2","ffd",2000,152,"2000-05-31","Taraxacum","officinale"
"VR2","ffd",2001,151,"2001-05-31","Taraxacum","officinale"
"VR2","ffd",2002,146,"2002-05-26","Taraxacum","officinale"
"VR2","ffd",2003,156,"2003-06-05","Taraxacum","officinale"
"VR2","ffd",2004,152,"2004-05-31","Taraxacum","officinale"
"VR2","ffd",2005,166,"2005-06-15","Taraxacum","officinale"
"VR2","ffd",2006,150,"2006-05-30","Taraxacum","officinale"
"VR2","ffd",2007,147,"2007-05-27","Taraxacum","officinale"
"VR2","ffd",2008,176,"2008-06-24","Taraxacum","officinale"
"VR2","ffd",2009,154,"2009-06-03","Taraxacum","officinale"
"VR2","ffd",2006,240,"2006-08-28","Tragopogon","dubius"
"VR2","ffd",2007,186,"2007-07-05","Tragopogon","dubius"
"VR2","ffd",1995,213,"1995-08-01","Trifolium","hybridum"
"VR2","ffd",1996,191,"1996-07-09","Trifolium","hybridum"
"WM1","ffd",1975,251,"1975-09-08","Agoseris","aurantiaca"
"WM1","ffd",1979,246,"1979-09-03","Agoseris","aurantiaca"
"WM1","ffd",1981,232,"1981-08-20","Agoseris","aurantiaca"
"WM1","ffd",1982,247,"1982-09-04","Agoseris","aurantiaca"
"WM1","ffd",1987,195,"1987-07-14","Agoseris","aurantiaca"
"WM1","ffd",2007,194,"2007-07-13","Agoseris","aurantiaca"
"WM1","ffd",1984,224,"1984-08-11","Agoseris","glauca"
"WM1","ffd",1986,246,"1986-09-03","Agoseris","glauca"
"WM1","ffd",1991,260,"1991-09-17","Agoseris","glauca"
"WM1","ffd",1992,227,"1992-08-14","Agoseris","glauca"
"WM1","ffd",1997,238,"1997-08-26","Agoseris","glauca"
"WM1","ffd",2003,216,"2003-08-04","Agoseris","glauca"
"WM1","ffd",2004,224,"2004-08-11","Agoseris","glauca"
"WM1","ffd",1983,180,"1983-06-29","Androsace","septentrionalis"
"WM1","ffd",1985,164,"1985-06-13","Androsace","septentrionalis"
"WM1","ffd",1986,179,"1986-06-28","Androsace","septentrionalis"
"WM1","ffd",1987,163,"1987-06-12","Androsace","septentrionalis"
"WM1","ffd",1988,158,"1988-06-06","Androsace","septentrionalis"
"WM1","ffd",1989,153,"1989-06-02","Androsace","septentrionalis"
"WM1","ffd",1991,164,"1991-06-13","Androsace","septentrionalis"
"WM1","ffd",1992,157,"1992-06-05","Androsace","septentrionalis"
"WM1","ffd",1993,170,"1993-06-19","Androsace","septentrionalis"
"WM1","ffd",1994,157,"1994-06-06","Androsace","septentrionalis"
"WM1","ffd",1995,193,"1995-07-12","Androsace","septentrionalis"
"WM1","ffd",2005,170,"2005-06-19","Androsace","septentrionalis"
"WM1","ffd",2007,153,"2007-06-02","Androsace","septentrionalis"
"WM1","ffd",2008,168,"2008-06-16","Androsace","septentrionalis"
"WM1","ffd",2009,156,"2009-06-05","Androsace","septentrionalis"
"WM1","ffd",1974,175,"1974-06-24","Arabis","drummondii"
"WM1","ffd",1976,175,"1976-06-23","Arabis","drummondii"
"WM1","ffd",1977,162,"1977-06-11","Arabis","drummondii"
"WM1","ffd",1988,185,"1988-07-03","Arabis","drummondii"
"WM1","ffd",1992,193,"1992-07-11","Arabis","drummondii"
"WM1","ffd",2001,185,"2001-07-04","Arabis","drummondii"
"WM1","ffd",1997,242,"1997-08-30","Aster","engelmannii"
"WM1","ffd",1974,191,"1974-07-10","Collomia","linearis"
"WM1","ffd",1979,200,"1979-07-19","Collomia","linearis"
"WM1","ffd",1981,184,"1981-07-03","Collomia","linearis"
"WM1","ffd",1982,215,"1982-08-03","Collomia","linearis"
"WM1","ffd",1984,198,"1984-07-16","Collomia","linearis"
"WM1","ffd",1985,184,"1985-07-03","Collomia","linearis"
"WM1","ffd",1986,192,"1986-07-11","Collomia","linearis"
"WM1","ffd",1987,182,"1987-07-01","Collomia","linearis"
"WM1","ffd",1988,187,"1988-07-05","Collomia","linearis"
"WM1","ffd",1989,202,"1989-07-21","Collomia","linearis"
"WM1","ffd",1991,199,"1991-07-18","Collomia","linearis"
